customer_id,name,email,state,business_type,signup_date,num_employees,annual_revenue
CUST_00043,Carr-Mack,operry@lee.com,IL,E-commerce,2025-10-31,4,4503089.72
CUST_00044,Douglas Inc,osbornejeffery@holmes.com,TX,Freelance,2025-05-13,3,1162251.82
CUST_00045,Anderson-Marshall,stephanie79@mcclain.info,CA,Freelance,2025-02-14,1,2962778.57
CUST_00046,Manning Group,pgreen@ramirez.com,TX,Retail,2024-06-02,2,1183261.83
CUST_00047,Gonzales-Reeves,josephflores@miller.com,IL,Restaurant,2024-06-21,3,2595072.79
CUST_00048,"Lewis, Perry and Rivera",nperry@price-carrillo.com,CO,Freelance,2024-12-30,10,2719207.96
CUST_00049,"James, Smith and Bell",acastaneda@adkins.com,NC,E-commerce,2025-12-10,5,1252836.35
CUST_00050,Robinson-Graham,priceelizabeth@ramsey-pittman.com,GA,Freelance,2025-05-30,1,516912.69
CUST_00051,"Ferguson, Meadows and Vargas",millerroy@white-green.com,GA,Healthcare,2025-10-21,5,2146714.18
CUST_00052,Gibson LLC,aramirez@conley-ruiz.net,CA,Restaurant,2025-05-25,3,350032.74
CUST_00053,Cooke LLC,debraharrington@williams.com,IL,Restaurant,2025-12-14,2,1280848.85
CUST_00054,"Hernandez, Martinez and Caldwell",stevenscott@jackson-lawson.com,AZ,E-commerce,2024-10-22,7,743902.37
CUST_00055,Oconnell Inc,hickmanbarbara@sanders-espinoza.com,WA,E-commerce,2024-10-17,10,1286541.92
CUST_00056,"Vaughn, Burton and Garcia",melissa91@patton.com,CO,Restaurant,2024-07-25,9,300412.23
CUST_00057,Hunter LLC,atkinsonlynn@hamilton.info,CA,Restaurant,2025-07-21,2,4635516.57
CUST_00058,"Hernandez, Thompson and Boyd",christina87@graham-simon.com,FL,Consulting,2026-03-17,3,2061749.59
CUST_00059,Christian-Rivas,ramirezshannon@hudson-barnett.com,FL,Legal,2025-06-05,5,4517092.18
CUST_00060,Snyder LLC,tonykelly@peterson-beard.com,GA,Retail,2024-10-02,9,4927278.78
CUST_00061,"Smith, Vaughan and Miller",wfreeman@vaughn.info,CO,Construction,2024-12-19,3,2143887.06
CUST_00062,Mcguire-Davis,richardsanchez@perkins.biz,AZ,E-commerce,2025-12-16,3,816244.29
CUST_00063,"Pierce, Bell and Chavez",john13@wilson-herrera.com,FL,Retail,2025-01-13,1,2916942.44
CUST_00064,Robinson Group,jenny89@hooper-wall.com,CA,Healthcare,2025-07-22,1,332968.1
CUST_00065,Ward LLC,ericksondavid@mccann.com,CO,Consulting,2025-08-24,8,331553.92
CUST_00066,"Raymond, Little and Mullins",salasaudrey@mendoza-peterson.com,TX,Consulting,2025-06-26,13,389180.6
CUST_00067,Everett-Woods,moralescharles@parks.com,FL,Legal,2024-07-19,4,643438.74
CUST_00068,Mcknight Inc,yobrien@perez.info,NC,Freelance,2026-04-19,10,2915649.33
CUST_00069,Dalton-Branch,ashley09@garcia.com,NC,Restaurant,2024-06-27,5,2125163.33
CUST_00070,"Miller, Allen and Arnold",aaronhayes@harrison.com,NC,Healthcare,2025-08-24,2,4676795.98
CUST_00071,"Heath, Jones and Hall",kristin93@wilson-walker.com,IL,Freelance,2024-11-02,5,1364791.84
CUST_00072,Serrano-Jones,lauralarson@morse.com,WA,E-commerce,2024-09-06,15,1615077.12
CUST_00073,"Powell, Nelson and Fernandez",cmiller@navarro-munoz.com,TX,Retail,2026-01-01,4,2318513.34
CUST_00074,Perez Ltd,keyemily@johnston-hines.com,TX,Restaurant,2025-08-07,15,2711290.3
CUST_00075,Stone-Ramos,howard96@olsen.biz,WA,Consulting,2025-06-24,1,4669633.92
CUST_00076,Morris-Garcia,marksteele@bates-morales.net,TX,Freelance,2026-04-11,8,1879159.09
CUST_00077,Gibson LLC,marcus68@sandoval.info,CO,Construction,2024-09-27,4,3077804.94
CUST_00078,Brown-Stone,wgarrett@harris.com,AZ,Retail,2026-02-13,3,3355922.86
CUST_00079,Kim-Wolfe,johnsoncrystal@mckinney.net,WA,Restaurant,2025-08-01,4,4697703.52
CUST_00080,Tran Inc,victoriadurham@valentine-holland.com,WA,Restaurant,2024-09-09,1,4454077.9
CUST_00081,Cantu-Carter,robert77@bryant.biz,AZ,Consulting,2025-12-25,3,1398123.65
CUST_00082,Weeks PLC,michellehill@morgan-french.com,FL,Healthcare,2025-09-09,5,1057806.7
CUST_00083,Campbell LLC,cgrimes@washington.biz,WA,E-commerce,2025-10-02,14,1293050.2
CUST_00084,Cantu-Kane,ashleyhall@williams-garner.biz,CA,Restaurant,2026-03-15,2,3189708.01
CUST_00085,Mcneil-Sparks,tylerjohnson@sanford.info,WA,Retail,2026-03-02,2,67551.16
CUST_00086,Fox Group,bowenrobert@booker.com,NY,Construction,2026-01-16,2,849830.78
CUST_00087,Hanson-Sanders,christianmelissa@james.info,AZ,Legal,2025-05-05,9,2826488.98
CUST_00088,"Johnson, Jones and Welch",wendy16@hodges.com,TX,Consulting,2024-08-22,5,2750671.93
CUST_00089,Jackson-Evans,williamslaura@howard-jordan.com,IL,Consulting,2026-03-06,2,2177444.23
CUST_00090,"Jenkins, Maldonado and White",christianpitts@vega.com,WA,Healthcare,2024-06-29,6,4499958.37
CUST_00091,Little-Stevens,nolansteven@byrd-moore.info,CA,Healthcare,2026-02-05,4,1089878.86
CUST_00092,Huerta-Evans,dvaughn@gonzalez-cruz.info,TX,Healthcare,2024-12-07,9,3911575.4
CUST_00093,Young PLC,bailey40@foster.com,GA,Consulting,2026-04-14,2,4632530.92
CUST_00094,"Mcgee, Wall and Leach",catherinegomez@lee.com,NY,Consulting,2024-11-27,3,4413010.21
CUST_00095,"Davis, Burton and Williams",xjohnson@anderson.biz,NY,Healthcare,2024-06-15,3,3922813.16
CUST_00096,Gonzalez PLC,alyssa42@sloan-raymond.com,FL,Construction,2025-04-12,1,838029.32
CUST_00097,"Harrell, Brock and Mcdonald",taylortammy@ramsey.net,TX,Legal,2025-11-23,5,4367225.58
CUST_00098,Davis-Foster,amanda75@curry.com,CO,Freelance,2026-03-25,5,1037885.51
CUST_00099,Leonard Group,harveysherry@herman-walker.com,IL,Construction,2025-05-20,4,4111655.09
CUST_00100,"Colon, Blankenship and Turner",cwilson@torres.com,FL,Freelance,2026-04-04,3,167138.95
CUST_00101,Young PLC,paulwatson@horton.com,GA,Healthcare,2024-10-24,1,1429085.15
CUST_00102,Pena-Bass,rcrosby@vaughn.info,WA,Healthcare,2024-07-20,3,3225334.61
CUST_00103,Sampson-Foley,pollardmichael@howard.com,AZ,Healthcare,2025-04-03,3,4699223.84
CUST_00104,Davis-Lewis,williamsmatthew@buchanan.com,WA,Consulting,2024-08-25,2,2923919.18
CUST_00105,"Clark, Robinson and Kane",kim90@garrison-thomas.com,CA,Restaurant,2024-12-19,3,3003027.71
CUST_00106,"King, Thompson and Guerrero",andersonmichael@chapman.com,IL,Legal,2025-02-20,6,3050733.82
CUST_00107,Williams-Harmon,reesethomas@palmer-rodriguez.net,TX,Legal,2025-06-28,20,4502548.43
CUST_00108,Dougherty Inc,stephen00@boone-simmons.com,WA,Retail,2024-10-22,5,3558487.15
CUST_00109,Joseph-Wallace,morriseddie@hill.org,AZ,Freelance,2024-05-29,5,1852896.29
CUST_00110,"Joseph, James and Harper",shawn96@mcguire.net,IL,Healthcare,2024-07-21,4,3333768.01
CUST_00111,"Glenn, Jordan and Beasley",dmorgan@perry-davis.biz,WA,Construction,2024-09-01,1,3351119.88
CUST_00112,Ortega-Brooks,gloriawells@decker.biz,GA,Construction,2025-02-05,4,2794341.76
CUST_00113,Garner LLC,angelawillis@hoffman.biz,GA,Legal,2024-10-23,4,3402723.83
CUST_00114,"Williams, Roberts and Edwards",lanejason@olson.net,NC,Construction,2024-10-09,32,2060072.09
CUST_00115,Wilson-Ramirez,lindsaybruce@austin.com,CA,Construction,2026-03-06,3,1470222.9
CUST_00116,White Ltd,sandra50@kane.biz,NC,Healthcare,2025-04-26,5,2351691.54
CUST_00117,Thomas Ltd,davisalyssa@barnes-peterson.com,FL,E-commerce,2025-05-06,4,3978990.23
CUST_00118,Griffith-Frank,wareeric@williams.biz,NY,Restaurant,2026-02-04,1,1454742.7
CUST_00119,Lawson-Perry,kariwilson@rodriguez-gregory.org,NC,Healthcare,2025-10-25,11,512266.64
CUST_00120,Rose-Parker,randallgreene@harris.com,FL,Construction,2026-01-01,8,1161971.3
CUST_00121,Roberts-Wilson,lburgess@james.com,NY,Retail,2024-10-29,8,278757.9
CUST_00122,"Hansen, Barnett and Gomez",chensley@smith-morse.com,NC,Restaurant,2025-05-31,2,2304310.03
CUST_00123,"Patterson, Sullivan and Bowman",darius05@solis.info,NC,Freelance,2026-04-15,13,3605812.28
CUST_00124,"Gillespie, Davis and Richard",ryanmorales@foster.com,CO,Legal,2025-03-21,1,1257722.98
CUST_00125,Cook and Sons,dixondaniel@lee.com,CA,Restaurant,2025-10-19,7,3903181.01
CUST_00126,Garcia LLC,glennhernandez@jones.info,NY,E-commerce,2024-11-13,25,298581.01
CUST_00127,"Wolf, Cole and Glass",michelle52@jones-ramos.com,TX,E-commerce,2024-12-07,2,710028.57
CUST_00128,Vargas-Bell,collinsshannon@wood.com,AZ,Healthcare,2025-05-23,2,4752696.06
CUST_00129,"Lin, Wyatt and Gilbert",jford@huang.com,CO,Legal,2026-04-20,4,4161317.39
CUST_00130,Jacobs-Mason,hayeslisa@haas-miller.com,CO,Consulting,2025-07-27,2,3731094.44
CUST_00131,Wright Group,nwarren@cox.biz,CO,Construction,2025-05-31,1,3771295.09
CUST_00132,Schroeder-Shelton,mccormickdeborah@rivera.biz,WA,E-commerce,2026-03-11,4,3152404.76
CUST_00133,King-York,mathewaguilar@rangel.biz,CO,Restaurant,2024-12-26,1,3582047.07
CUST_00134,Larson Inc,angelica52@warner.net,WA,Healthcare,2024-11-25,6,1632562.36
CUST_00135,Lucas Group,andrew42@peterson.com,TX,Consulting,2025-07-21,2,796611.76
CUST_00136,Cooke and Sons,phillipskristin@wise.com,NY,Freelance,2025-03-21,15,367932.81
CUST_00137,"Rogers, Miranda and Anderson",lmoore@wise.info,IL,E-commerce,2025-04-09,2,2108082.46
CUST_00138,Jenkins Ltd,tarabishop@bowers.info,GA,Legal,2024-11-04,3,4528950.47
CUST_00139,Richardson PLC,smurray@shaw-barnes.com,CA,Legal,2025-08-24,8,2411049.68
CUST_00140,Solis and Sons,brett75@villa.com,WA,Legal,2025-02-24,1,4274567.36
CUST_00141,Miller-Martin,jwhitehead@davis-lozano.info,GA,Freelance,2026-03-07,5,2466735.91
CUST_00142,Arias-Perry,pshaw@vang-brooks.com,GA,E-commerce,2024-12-25,12,193672.86
CUST_00143,Galvan-Combs,lacey20@lowery-kennedy.com,GA,Consulting,2025-02-12,1,4210503.03
CUST_00144,"Harrison, Gilbert and Bullock",scottmary@bentley.com,NC,Retail,2024-09-03,5,4539297.87
CUST_00145,Turner Inc,robertbauer@brown-copeland.info,NC,Retail,2025-08-30,5,465539.94
CUST_00146,"Herrera, Chen and Andrews",kellysmith@allen-butler.com,NY,E-commerce,2025-04-25,8,949558.68
CUST_00147,"Villegas, Jones and Fox",myerstheodore@hughes.com,GA,Healthcare,2024-12-15,1,1097718.41
CUST_00148,Cooper Ltd,ingramjill@anderson-bell.com,IL,Legal,2025-02-05,1,1427370.25
CUST_00149,"Thompson, Maxwell and Marshall",zwelch@brown.com,GA,Construction,2026-03-04,6,4182809.03
CUST_00150,Harris-Moody,stewartkyle@hays-daniels.com,CA,Retail,2025-05-28,5,4999543.75
CUST_00151,Mullins and Sons,michael05@martinez-richardson.biz,FL,Restaurant,2025-02-23,5,3917103.6
CUST_00152,"Gonzales, Huber and Morgan",tylerjimenez@adams.biz,CA,Retail,2025-10-15,5,4750578.08
CUST_00153,"Carney, White and Carter",millerdonna@griffin-robbins.com,CA,Consulting,2024-10-29,2,1230797.46
CUST_00154,"Wallace, West and Acosta",christina64@whitney.biz,TX,Freelance,2025-05-30,5,2351918.22
CUST_00155,Palmer-Brady,stephaniethomas@gregory.com,IL,Consulting,2024-12-12,5,3049168.83
CUST_00156,"Diaz, Reyes and Bradley",erikarush@wallace-jones.com,TX,Consulting,2025-12-29,2,4825367.83
CUST_00157,"Richardson, Edwards and Ramirez",johnsonjacob@hughes.com,NC,Retail,2024-08-19,19,4647991.48
CUST_00158,"Griffin, Davies and Mitchell",igonzalez@hayes.info,GA,Legal,2025-08-17,6,4710279.46
CUST_00159,Cochran LLC,jenna88@vance-york.com,TX,Freelance,2024-10-28,1,554411.46
CUST_00160,Hicks-Martinez,laurayoung@johnson-spencer.com,WA,Restaurant,2026-01-17,7,3991324.72
CUST_00161,Lara-Arnold,jonesraymond@higgins.org,CA,Healthcare,2025-08-10,2,2687088.96
CUST_00162,Martinez LLC,coleerin@anderson-calderon.net,IL,Restaurant,2025-10-23,8,2554505.91
CUST_00163,"Matthews, Saunders and Anderson",guerraapril@martin-morris.com,CA,Legal,2025-02-16,11,4120538.04
CUST_00164,Meza-Stone,meghan43@huber.org,GA,Healthcare,2024-08-17,2,3196146.28
CUST_00165,"Davis, Davidson and Vargas",georgeweber@morgan.com,CO,Consulting,2026-03-02,9,2205661.37
CUST_00166,Williams Ltd,debra96@fowler.com,AZ,Construction,2025-12-18,6,3098766.15
CUST_00167,"Frye, Webb and Ballard",eevans@brown.com,CO,E-commerce,2025-07-19,8,2206093.74
CUST_00168,Lawson-Edwards,jessica56@hodges.net,NC,Construction,2025-12-16,20,1645407.69
CUST_00169,Flores Group,adamsjohn@williams.org,TX,Construction,2024-12-04,3,4414074.36
CUST_00170,Wright-Grimes,lisapeck@edwards.net,CO,Legal,2024-12-03,2,1715163.27
CUST_00171,Jimenez-Parker,davisphillip@levy-lewis.com,IL,Consulting,2025-06-15,2,2463372.17
CUST_00172,Williams Group,amitchell@jordan.com,WA,Healthcare,2025-02-27,2,1434309.52
CUST_00173,Diaz-Morales,michaelroberts@gordon-duran.com,WA,Retail,2025-09-02,4,2607304.9
CUST_00174,"Becker, Wilson and Hester",vbrooks@mcmillan.net,TX,Freelance,2024-10-23,5,3614369.59
CUST_00175,Porter-Williams,jenniferbrock@bryant.com,AZ,Freelance,2025-06-11,5,3468516.23
CUST_00176,"Flores, Long and Jensen",brittney88@burns.com,CO,E-commerce,2025-10-11,8,3975017.7
CUST_00177,Rivera-Rodriguez,ysilva@wiggins.com,WA,Freelance,2024-08-07,4,2051785.59
CUST_00178,"Patton, Parsons and Lane",silvageorge@griffith.com,WA,Healthcare,2024-12-02,14,2392639.42
CUST_00179,Armstrong Ltd,leescott@hernandez-vaughn.biz,IL,Legal,2025-07-14,3,4983325.75
CUST_00180,"Hampton, Knapp and Salas",thorntonapril@nguyen.com,IL,Healthcare,2025-07-29,39,3529131.96
CUST_00181,Stevens PLC,amy49@lee-wright.net,WA,Construction,2024-12-24,7,1191163.3
CUST_00182,Walker-Dudley,kellie37@castillo-castro.com,FL,Healthcare,2025-12-08,2,641795.97
CUST_00183,Martinez-Rhodes,zhuang@blevins-ballard.com,NY,Freelance,2025-07-17,1,1121103.97
CUST_00184,Roberts Ltd,reedscott@burgess-lewis.net,WA,Construction,2025-06-07,6,4903527.62
CUST_00185,Fitzpatrick-Horton,danielyang@sanchez.net,FL,Construction,2026-03-05,3,1176041.66
CUST_00186,Little Inc,gutierrezjennifer@maldonado.com,WA,Retail,2024-10-14,7,3554691.5
CUST_00187,"Spence, Moore and Delgado",mwoods@morris-brewer.com,WA,Retail,2024-09-03,6,4872759.91
CUST_00188,"Andrews, Nichols and Sharp",gentrygregory@peck.biz,WA,Consulting,2025-07-31,4,3207454.79
CUST_00189,Lopez-Curry,nancy04@morrison.info,CO,Restaurant,2026-01-02,2,4369962.69
CUST_00190,"Daniels, Snyder and Mays",znelson@rivera.info,WA,E-commerce,2025-08-16,1,2419635.33
CUST_00191,"Scott, Lopez and Doyle",ashley32@chase.net,NY,Retail,2025-02-16,3,1299768.03
CUST_00192,Miller-Caldwell,tinawoods@smith.com,CO,Restaurant,2026-03-28,8,4119472.44
CUST_00193,Molina-Finley,brandi90@valdez-schwartz.com,CO,Restaurant,2025-04-03,5,2906254.72
CUST_00194,"Wilson, Parker and Sullivan",hannah45@walker.info,CA,Consulting,2025-11-11,1,788528.04
CUST_00195,"Zhang, Brooks and Miles",ztodd@petersen.org,WA,Restaurant,2025-08-07,5,4969894.71
CUST_00196,Fox PLC,christian91@poole.com,AZ,Legal,2024-08-27,6,3051272.37
CUST_00197,"Herrera, Martin and Bond",nwilson@aguilar.com,NC,Freelance,2026-01-31,2,3889683.02
CUST_00198,Anderson-Perry,hansenemily@cummings-foster.com,CO,E-commerce,2025-03-19,5,1521898.01
CUST_00199,"Robinson, Jones and Henderson",weaverbrian@andersen.com,GA,Construction,2025-08-27,4,2864715.88
CUST_00200,Ortiz-Mack,ybrooks@kane-knox.biz,NC,Restaurant,2024-07-13,1,4740571.49
CUST_00201,Vega Ltd,desireebailey@haney.net,FL,Construction,2024-11-05,5,3319119.28
CUST_00202,Luna and Sons,avilatiffany@nunez-stephens.net,FL,Consulting,2024-09-26,7,2782361.62
CUST_00203,Morrow-Wright,eric31@pacheco.org,CA,Legal,2024-09-26,10,2279993.34
CUST_00204,Allen Inc,wheelersean@warner.biz,CO,Construction,2025-08-31,10,211567.28
CUST_00205,Young-Robinson,taylorvictoria@cabrera.org,WA,E-commerce,2025-01-06,1,402339.81
CUST_00206,Ray-Barton,joel28@gutierrez.com,WA,Freelance,2024-11-25,2,2154437.88
CUST_00207,"Fry, Hobbs and Buck",dpeters@david-powers.net,FL,Consulting,2025-07-24,6,4546636.65
CUST_00208,Horton-Russell,nicholas87@atkinson.com,NY,Restaurant,2026-02-28,6,345208.3
CUST_00209,Melendez-Hart,igrant@sanchez-harris.com,WA,Construction,2026-02-02,6,2223809.57
CUST_00210,Boone-Davis,brettbennett@morrison.org,WA,Legal,2025-05-26,97,4716247.39
CUST_00211,"Powers, Robinson and Clark",kevin03@hayden.info,AZ,E-commerce,2025-06-20,7,2216906.37
CUST_00212,Dominguez Ltd,randyallen@rowe-james.net,CA,Legal,2025-09-04,11,3685942.92
CUST_00213,"Howard, Green and Hunt",zowens@harrison.com,WA,Retail,2025-09-08,9,502068.09
CUST_00214,Gutierrez-Hart,joycesmith@donovan.com,NC,Retail,2025-11-02,7,4997883.46
CUST_00215,Rivera Group,victorpena@morgan.info,WA,Retail,2025-10-31,3,3827389.57
CUST_00216,Jackson-Norton,donaldpayne@stark.com,CO,E-commerce,2024-10-10,8,4584560.3
CUST_00217,"Johnson, Bradford and Landry",duranrobert@hall.net,NC,Legal,2024-10-15,2,3192184.36
CUST_00218,Brooks-Williamson,bhopkins@patel.com,TX,E-commerce,2025-06-13,3,1772407.23
CUST_00219,Moreno LLC,andre62@hull.com,IL,Restaurant,2025-02-10,3,4295778.82
CUST_00220,Lee PLC,lisa46@watson.info,GA,E-commerce,2025-02-07,4,1476678.09
CUST_00221,"Sanchez, Terry and Evans",valdezmichele@davis.biz,AZ,Retail,2025-04-03,28,2301388.25
CUST_00222,"Alvarez, Walsh and Warner",porterryan@knight-hodge.com,WA,Healthcare,2025-01-26,1,623811.93
CUST_00223,"Ellison, Hall and Valenzuela",enelson@frost.com,GA,Retail,2026-01-17,7,3305418.91
CUST_00224,Mcfarland LLC,alibrenda@nicholson.org,CO,Legal,2025-07-23,1,318310.22
CUST_00225,Knight Group,patrick21@mcgee.com,IL,E-commerce,2025-07-04,3,3145773.27
CUST_00226,Peterson PLC,unovak@walters.info,CA,Freelance,2026-01-08,10,1371928.38
CUST_00227,Kelly Group,llopez@james.com,WA,E-commerce,2024-09-06,4,4410190.76
CUST_00228,"Jones, Adams and James",jodistewart@davis.info,TX,Retail,2025-06-08,1,4867076.74
CUST_00229,Juarez-Garcia,lopezshane@hunt.net,FL,Consulting,2025-09-12,2,1588213.19
CUST_00230,Carlson LLC,asmith@maxwell-hardy.net,AZ,Legal,2024-06-07,7,511385.55
CUST_00231,Armstrong and Sons,rjackson@adams-thomas.com,TX,E-commerce,2026-03-12,2,4737950.67
CUST_00232,Hill-Evans,wardsheryl@weber.com,NY,E-commerce,2025-10-12,5,4666632.65
CUST_00233,Torres Group,meagan65@cook-ochoa.org,AZ,Construction,2025-01-09,4,2106677.2
CUST_00234,Evans PLC,timothythompson@novak-carter.info,CO,Freelance,2025-06-06,2,2311093.04
CUST_00235,"Casey, Nguyen and Ramirez",kdiaz@vargas.com,GA,Freelance,2024-09-17,24,4613247.34
CUST_00236,"Saunders, Johnson and Acosta",samuelcarter@jones.info,NY,Restaurant,2025-06-26,7,1417424.64
CUST_00237,Schultz and Sons,donna66@cole.info,GA,Healthcare,2026-01-31,1,4674529.55
CUST_00238,"Morales, Hunter and Knapp",ystephens@miles-burnett.org,WA,Retail,2025-06-26,5,1450052.97
CUST_00239,"Rocha, Rodriguez and Wright",gabriel90@terrell.com,NC,E-commerce,2025-01-14,2,4333039.94
CUST_00240,Rodriguez-Garcia,williamstone@watts.info,AZ,E-commerce,2025-05-09,8,1758363.51
CUST_00241,"Chapman, Mason and Cooper",webbkenneth@wilson.com,AZ,Legal,2025-07-30,2,2303955.85
CUST_00242,Collins-Gibson,adrianabailey@kim.info,FL,Freelance,2025-02-01,4,2880398.33
CUST_00243,Jones-Williams,johnsonmatthew@byrd.com,GA,Retail,2024-11-25,6,1624972.82
CUST_00244,"Thompson, Moore and Castro",zhall@lopez.com,GA,Legal,2025-05-30,8,4942649.31
CUST_00245,"Mendez, Gonzalez and Vargas",nsmith@ramirez.com,NY,E-commerce,2026-02-02,1,4825880.97
CUST_00246,"Garcia, Wiggins and Lopez",james14@huffman.org,AZ,Healthcare,2024-09-02,3,4355016.55
CUST_00247,Carr-Matthews,michael79@cervantes.com,CO,Restaurant,2026-04-06,3,2653457.88
CUST_00248,"Lawrence, Powers and Edwards",kevinwhite@thomas.org,CA,Consulting,2025-05-17,2,2079394.17
CUST_00249,Henderson-Tucker,angelaburns@lopez.org,NY,Restaurant,2025-10-18,18,2373978.47
CUST_00250,Glenn Inc,ytaylor@wagner.biz,IL,Legal,2024-12-19,6,3266691.43
CUST_00251,"Larsen, Burns and Miller",flynnjeffrey@hill.com,IL,Legal,2026-03-20,1,4772990.98
CUST_00252,Norman PLC,hdunn@wilson.com,CO,Retail,2025-09-26,9,3106424.33
CUST_00253,"Carson, Williams and Ball",veronicagarcia@potter.info,WA,Freelance,2024-11-26,24,3746493.52
CUST_00254,Bailey-Montoya,hgrimes@clark.org,TX,Restaurant,2025-04-29,10,2246208.83
CUST_00255,"Bell, Page and Chen",christinaglover@trujillo.com,WA,Retail,2025-11-17,1,277655.29
CUST_00256,"Campbell, Ryan and Morris",keith48@ochoa.biz,CA,Construction,2026-02-05,3,1824393.54
CUST_00257,Riddle Ltd,jacquelineanderson@dawson.biz,NY,Freelance,2025-04-27,12,2679273.27
CUST_00258,Thomas-Chen,ebrooks@norton.com,NY,Consulting,2025-08-10,2,916593.31
CUST_00259,"Mayer, Wood and Clements",brandi17@beck.net,GA,Freelance,2025-09-13,6,2513452.9
CUST_00260,Robinson-Jordan,troymorris@morgan-lane.org,NY,Freelance,2025-08-23,8,2332692.07
